Moscow Maps 2.0
00
Lian/obstacleposition=0.6	sumtime	TL	0.744052	3.195789	16.878197	TL	0.26702	0.320024	11.403802	1.713128	0.737058	4.40738375
Lian/obstacleposition=0.8	numberofsteps	83384	38248	142985	273818	1117112	17741	27680	272071	58388	23388	205481.5
Lian/obstacleposition=0.8	memory	114965	65747	193848	349138	1271422	26244	41864	356126	89696	41006	255005.6
Lian/obstacleposition=0.8	pathlength	486.30847	524.9444	489.70062	456.94348	500.68222	497.2511	444.69293	491.58371	452.54492	431.41052	477.606237
Lian/obstacleposition=0.8	max_angle	22.61986542	24.8515892	24.4866848	40.66173553	24.8515892	24.4866848	24.4866848	24.4866848	23.96249008	18.25189018	25.31458988
Lian/obstacleposition=0.8	dliantime	0.998065	0.739052	5.653208	14.685041	143.146148	0.130004	0.221015	8.958635	1.006075	0.445037	17.598228
Lian/obstacleposition=0.8	sumtime	1.543104	0.829054	5.953682	21.365514	106.870576	0.196019	0.304032	14.077993	1.73811	0.447032	15.3325116
74
		4783067	4783068	4783069	4783070	4783071	4783072	4783073	4783074	4783075	4783076
Lian/obstacleposition=0.2	numberofsteps	20728	139945	514687	131894	TL	TL	43	44603	TL	TL	170371.4
Lian/obstacleposition=0.2	memory	32307	124628	502796	143905	TL	TL	44	52187	TL	TL	171164.6
Lian/obstacleposition=0.2	pathlength	489.16507	503.71341	519.26099	449.71707	TL	TL	PNF	451.55447	TL	TL	482.682202
Lian/obstacleposition=0.2	max_angle	22.40983391	24.4866848	24.8515892	23.96249008	TL	TL	0	23.96249008	TL	TL	23.93461761
Lian/obstacleposition=0.2	dliantime	0.297021	1.519107	20.456456	3.702269	TL	TL	0	0.743047	TL	TL	5.34358
Lian/obstacleposition=0.2	sumtime	0.137014	1.054075	18.911344	1.693119	TL	TL	0	0.437039	TL	TL	4.4465182
Lian/obstacleposition=0.4	numberofsteps	13321	97586	291897	53215	TL	137729	43	33423	111554	TL	105532.1429
Lian/obstacleposition=0.4	memory	23091	96493	347040	72432	TL	188602	44	47450	140542	TL	130807.1429
Lian/obstacleposition=0.4	pathlength	487.69031	498.82144	491.668	440.16095	TL	450.12469	PNF	449.32361	434.28427	TL	464.5818957
Lian/obstacleposition=0.4	max_angle	16.09080696	24.8515892	24.8515892	23.96249008	TL	22.61986542	0	23.96249008	53.01709366	TL	27.05084637
Lian/obstacleposition=0.4	dliantime	0.214012	1.325093	11.716829	3.07922	TL	2.634193	0	1.171095	2.97121	TL	3.301664571
Lian/obstacleposition=0.4	sumtime	0.146006	0.686048	19.993407	1.445099	TL	1.237087	0	0.375033	6.817483	TL	4.385737571
Lian/obstacleposition=0.6	numberofsteps	17756	69225	283946	110926	176604	101609	43	28852	205772	TL	124336.25
Lian/obstacleposition=0.6	memory	31474	83926	336923	147873	264081	145517	44	44357	257672	TL	163977.875
Lian/obstacleposition=0.6	pathlength	488.26697	495.3757	491.15308	448.50949	493.09082	448.63055	PNF	447.14267	448.06851	TL	470.0297238
Lian/obstacleposition=0.6	max_angle	22.61986542	23.96249008	24.8515892	23.96249008	22.40983391	22.40983391	0	23.3440094	23.3440094	TL	23.36301517
Lian/obstacleposition=0.6	dliantime	0.180013	0.937072	12.375871	2.528179	5.748407	1.628115	0	0.948071	7.416525	TL	3.970281625
Lian/obstacleposition=0.6	sumtime	0.206012	0.887067	19.051352	3.19122	9.994709	1.834118	0	0.454037	6.836474	TL	5.306873625
Lian/obstacleposition=0.8	numberofsteps	12706	67535	272832	60343	174584	74594	43	40406	149055	225712	119751.8889
Lian/obstacleposition=0.8	memory	23599	83924	342623	88160	264219	111256	44	68567	192971	333862	167686.7778
Lian/obstacleposition=0.8	pathlength	487.59781	495.3757	491.668	441.44302	493.08566	447.32809	PNF	446.94751	438.89481	462.26968	467.17892
Lian/obstacleposition=0.8	max_angle	17.02051926	23.96249008	24.8515892	23.96249008	22.40983391	22.61986542	0	28.00917816	23.96249008	15.12401867	22.43583054
Lian/obstacleposition=0.8	dliantime	0.126008	0.690042	13.977001	1.063075	5.647394	1.030073	0.000999	1.370097	4.061282	9.213658	4.130958889
Lian/obstacleposition=0.8	sumtime	0.160022	1.073071	19.474379	1.661118	9.993715	1.423094	0	0.903064	5.322377	15.117076	6.125324
75
		4783267	4783268	4783269	4783270	4783271	4783272	4783273	4783274	4783275	4783276
Lian/obstacleposition=0.2	numberofsteps	27459	16924	768557	TL	63678	TL	311839	18532	TL	73610	182942.7143
Lian/obstacleposition=0.2	memory	37926	24525	669840	TL	90615	TL	284402	25295	TL	100275	176125.4286
Lian/obstacleposition=0.2	pathlength	449.13235	448.99951	481.16748	TL	477.17255	TL	471.2229	495.22876	TL	467.189	470.0160786
Lian/obstacleposition=0.2	max_angle	23.96249008	23.96249008	24.8515892	TL	24.8515892	TL	93.17983246	24.14553833	TL	22.61986542	33.9390564
Lian/obstacleposition=0.2	dliantime	0.56704	0.276019	32.694316	TL	1.016078	TL	8.882632	0.165018	TL	1.421101	6.431743429
Lian/obstacleposition=0.2	sumtime	0.253018	0.109019	21.1355	TL	0.423034	TL	6.142445	0.093012	TL	0.467026	4.089007714
Lian/obstacleposition=0.4	numberofsteps	55704	55961	TL	TL	49961	360582	160305	TL	136398	74406	127616.7143
Lian/obstacleposition=0.4	memory	74854	77595	TL	TL	71414	356069	181350	TL	152153	107739	145882
Lian/obstacleposition=0.4	pathlength	453.64316	457.8717	TL	TL	475.01782	463.17758	462.55762	TL	475.31717	468.07895	465.0948571
Lian/obstacleposition=0.4	max_angle	24.4866848	22.40983391	TL	TL	24.4866848	23.96249008	24.8515892	TL	22.3801403	24.4866848	23.86630113
Lian/obstacleposition=0.4	dliantime	0.658046	0.541045	TL	TL	1.001067	15.23608	4.491323	TL	1.83113	1.418095	3.596683714
Lian/obstacleposition=0.4	sumtime	0.699053	0.535038	TL	TL	0.501037	14.657033	5.881422	TL	1.467106	0.419029	3.451388286
Lian/obstacleposition=0.6	numberofsteps	29383	17084	TL	359398	42376	235189	TL	TL	TL	69549	125496.5
Lian/obstacleposition=0.6	memory	42681	24557	TL	425143	65076	240941	TL	TL	TL	105262	150610
Lian/obstacleposition=0.6	pathlength	447.82983	444.48407	TL	495.91809	474.79944	454.04965	TL	TL	TL	467.97208	464.1755267
Lian/obstacleposition=0.6	max_angle	22.40983391	22.40983391	TL	24.4866848	24.4866848	24.4866848	TL	TL	TL	24.4866848	23.79440117
Lian/obstacleposition=0.6	dliantime	0.271026	0.139015	TL	7.880558	0.599031	11.78284	TL	TL	TL	1.20708	3.646591667
Lian/obstacleposition=0.6	sumtime	0.347023	0.160017	TL	9.628689	0.618043	11.451811	TL	TL	TL	0.575045	3.796771333
Lian/obstacleposition=0.8	numberofsteps	96354	37373	TL	187532	118825	TL	128862	TL	79636	89083	105380.7143
Lian/obstacleposition=0.8	memory	127683	51747	TL	229135	176781	TL	175424	TL	107671	131535	142853.7143
Lian/obstacleposition=0.8	pathlength	454.74597	446.36707	TL	477.3714	478.79752	TL	461.89526	TL	472.55811	468.88019	465.8022171
Lian/obstacleposition=0.8	max_angle	24.4866848	22.61986542	TL	24.8515892	24.4866848	TL	22.61986542	TL	22.61986542	22.61986542	23.47206007
Lian/obstacleposition=0.8	dliantime	1.590113	0.413035	TL	2.411176	2.378175	TL	3.326243	TL	0.951068	1.555111	1.803560143
Lian/obstacleposition=0.8	sumtime	1.646117	0.406036	TL	4.286309	2.653188	TL	6.633477	TL	1.337101	1.548111	2.644334143
76
		4783467	4783468	4783469	4783470	4783471	4783472	4783473	4783474	4783475	4783476
Lian/obstacleposition=0.2	numberofsteps	14081	461795	87107	477933	166973	12479	TL	5976	702272	TL	241077
Lian/obstacleposition=0.2	memory	25067	511843	131345	422141	163070	20015	TL	14103	684153	TL	246467.125
Lian/obstacleposition=0.2	pathlength	464.40952	469.66776	463.42062	474.46326	452.91052	464.25153	TL	464.47269	505.61954	TL	469.90193
Lian/obstacleposition=0.2	max_angle	22.40983391	24.8515892	22.61986542	23.96249008	23.3440094	22.40983391	TL	22.3801403	24.8515892	TL	23.35366893
Lian/obstacleposition=0.2	dliantime	0.102007	15.09507	1.923135	24.862762	9.141648	0.126015	TL	0.08	32.190281	TL	10.44011475
Lian/obstacleposition=0.2	sumtime	0.091006	6.246443	0.599048	22.185586	3.673248	0.066003	TL	0.044004	25.13579	TL	7.255141
Lian/obstacleposition=0.4	numberofsteps	TL	424403	70341	589040	130212	4112	TL	4151	TL	135858	194016.7143
Lian/obstacleposition=0.4	memory	TL	485814	108131	491118	144631	8601	TL	10952	TL	166766	202287.5714
Lian/obstacleposition=0.4	pathlength	TL	472.38193	462.9447	474.46326	452.13803	459.53741	TL	464.00934	TL	429.75751	459.3188829
Lian/obstacleposition=0.4	max_angle	TL	24.4866848	22.61986542	23.96249008	19.75947952	22.61986542	TL	16.69924736	TL	23.3440094	21.92737743
Lian/obstacleposition=0.4	dliantime	TL	14.749046	1.55411	30.198145	3.322231	0.042008	TL	0.073005	TL	4.068294	7.715262714
Lian/obstacleposition=0.4	sumtime	TL	6.508465	0.919066	24.987772	4.730329	0.040005	TL	0.025007	TL	2.450172	5.665830857
Lian/obstacleposition=0.6	numberofsteps	TL	TL	65102	377580	TL	4024	TL	5754	484218	90043	171120.1667
Lian/obstacleposition=0.6	memory	TL	TL	106489	396734	TL	8680	TL	13674	516177	123188	194157
Lian/obstacleposition=0.6	pathlength	TL	TL	462.9447	474.46323	TL	459.53741	TL	464.21017	493.39322	428.81488	463.893935
Lian/obstacleposition=0.6	max_angle	TL	TL	22.61986542	23.96249008	TL	22.61986542	TL	11.30993366	24.8515892	23.96249008	21.55437231
Lian/obstacleposition=0.6	dliantime	TL	TL	1.191085	22.395587	TL	0.056004	TL	0.068005	26.7839	1.879128	8.7289515
Lian/obstacleposition=0.6	sumtime	TL	TL	0.756042	22.718623	TL	0.042998	TL	0.052998	24.69075	2.734199	8.499268333
Lian/obstacleposition=0.8	numberofsteps	5478	209083	39344	296511	209364	3916	263944	65664	388258	80180	156174.2
Lian/obstacleposition=0.8	memory	11375	271013	64653	365726	270166	8726	330347	104941	471771	112689	201140.7
Lian/obstacleposition=0.8	pathlength	459.30841	456.69867	461.55692	474.46323	463.42517	459.53741	504.81104	467.1785	492.20508	427.88956	466.707399
Lian/obstacleposition=0.8	max_angle	22.40983391	22.61986542	22.61986542	23.96249008	24.8515892	22.61986542	24.8515892	11.30993366	24.8515892	23.96249008	22.40591116
Lian/obstacleposition=0.8	dliantime	0.054997	5.208381	0.580041	15.701113	7.124512	0.051004	8.462606	1.188085	20.445451	1.330091	6.0146281
Lian/obstacleposition=0.8	sumtime	0.048003	8.353591	0.837067	25.079778	9.107647	0.041997	16.246152	1.170079	22.825619	2.503177	8.621311
77
		4783667	4783668	4783669	4783670	4783671	4783672	4783673	4783674	4783675	4783676
Lian/obstacleposition=0.2	numberofsteps	5340	448159	459845	22460	TL	10795	83705	520566	128687	TL	209944.625
Lian/obstacleposition=0.2	memory	8770	391044	396850	33210	TL	17607	114757	455585	164752	TL	197821.875
Lian/obstacleposition=0.2	pathlength	462.01788	465.12723	478.68958	457.74792	TL	451.46008	486.93799	461.29224	447.38217	TL	463.8318863
Lian/obstacleposition=0.2	max_angle	11.30993366	47.92498016	24.8515892	20.85445213	TL	20.85445213	22.61986542	24.8515892	23.96249008	TL	24.653669
Lian/obstacleposition=0.2	dliantime	0.097014	19.554393	19.226366	0.462039	TL	0.158011	1.156082	22.729606	6.182445	TL	8.6957445
Lian/obstacleposition=0.2	sumtime	0.034008	11.161792	20.486458	0.286027	TL	0.064004	1.074088	24.275714	3.955287	TL	7.66717225
Lian/obstacleposition=0.4	numberofsteps	6251	331753	TL	22358	TL	TL	84242	375919	136476	TL	159499.8333
Lian/obstacleposition=0.4	memory	11950	348983	TL	34485	TL	TL	122227	380740	171270	TL	178275.8333
Lian/obstacleposition=0.4	pathlength	462.20462	464.55414	TL	457.84619	TL	TL	484.69727	460.58957	444.80304	TL	462.4491383
Lian/obstacleposition=0.4	max_angle	11.30993366	22.40983391	TL	20.85445213	TL	TL	23.96249008	24.8515892	16.69924736	TL	20.01459106
Lian/obstacleposition=0.4	dliantime	0.097014	14.392015	TL	0.211015	TL	TL	1.496106	19.657394	5.940426	TL	6.965661667
Lian/obstacleposition=0.4	sumtime	0.031009	12.33887	TL	0.338024	TL	TL	1.388104	16.459172	2.675195	TL	5.538395667
Lian/obstacleposition=0.6	numberofsteps	4388	244701	367653	25204	TL	7855	69315	341485	147041	TL	150955.25
Lian/obstacleposition=0.6	memory	9216	303682	430043	39840	TL	14676	102732	406603	208993	TL	189473.125
Lian/obstacleposition=0.6	pathlength	461.90976	463.81216	468.87097	458.10452	TL	451.2012	483.27179	456.57727	449.1582	TL	461.6132338
Lian/obstacleposition=0.6	max_angle	11.30993366	29.67307854	34.76519775	15.25511742	TL	21.80140686	23.96249008	35.27242279	24.4866848	TL	24.56579149
Lian/obstacleposition=0.6	dliantime	0.075012	12.112859	19.728399	0.269024	TL	0.105002	1.438104	18.014276	8.22359	TL	7.49578325
Lian/obstacleposition=0.6	sumtime	0.042005	12.892914	23.186653	0.375026	TL	0.06601	1.394098	20.954492	21.43152	TL	10.04283975
Lian/obstacleposition=0.8	numberofsteps	8866	237366	360704	21881	75426	31096	93327	363178	143718	245775	158133.7
Lian/obstacleposition=0.8	memory	15850	309383	444860	35484	112351	52209	138831	452484	208400	321620	209147.2
Lian/obstacleposition=0.8	pathlength	462.55801	464.55414	475.99997	457.61307	481.91501	453.62396	483.80557	464.62134	448.48782	440.48672	463.366561
Lian/obstacleposition=0.8	max_angle	11.30993366	22.40983391	29.67307854	15.25511742	21.80140686	11.42116547	23.3440094	24.4866848	18.25189018	24.8515892	20.28047094
Lian/obstacleposition=0.8	dliantime	0.100008	8.499596	19.98642	0.209021	1.069078	0.368026	2.076143	18.3353	7.35952	6.93149	6.4934602
Lian/obstacleposition=0.8	sumtime	0.088014	14.430017	22.023558	0.329023	1.441107	0.397032	2.174148	23.876693	7.882567	12.350865	8.4993024
78
		4783867	4783868	4783869	4783870	4783871	4783872	4783873	4783874	4783875	4783876
Lian/obstacleposition=0.2	numberofsteps	TL	108281	366785	36592	35557	147632	7254	52893	140647	58312	105994.7778
Lian/obstacleposition=0.2	memory	TL	107573	404466	49785	45293	147311	12495	67948	128710	76321	115544.6667
Lian/obstacleposition=0.2	pathlength	TL	430.11459	470.27646	501.39209	485.62836	471.18317	417.65054	444.93369	474.94882	442.22366	459.81682
Lian/obstacleposition=0.2	max_angle	TL	24.8515892	24.8515892	24.4866848	24.4866848	23.96249008	17.02051926	34.76519775	24.4866848	22.40983391	24.59125264
Lian/obstacleposition=0.2	dliantime	TL	2.7212	15.708113	0.295028	0.521036	3.151225	0.05701	2.393175	1.770126	0.766062	3.042552778
Lian/obstacleposition=0.2	sumtime	TL	1.24509	6.190446	0.447033	0.252017	1.738113	0.043008	0.91007	0.881062	0.438036	1.349430556
Lian/obstacleposition=0.4	numberofsteps	TL	95524	TL	TL	31551	128868	17814	82765	TL	36204	65454.33333
Lian/obstacleposition=0.4	memory	TL	110041	TL	TL	45041	137106	30871	106107	TL	51000	80027.66667
Lian/obstacleposition=0.4	pathlength	TL	427.38498	TL	TL	482.24127	470.89352	418.58984	444.85492	TL	439.57419	447.2564533
Lian/obstacleposition=0.4	max_angle	TL	29.67307854	TL	TL	22.61986542	23.96249008	23.96249008	18.25189018	TL	24.4866848	23.82608318
Lian/obstacleposition=0.4	dliantime	TL	1.893134	TL	TL	0.297022	2.890205	0.191007	3.493247	TL	0.379021	1.523939333
Lian/obstacleposition=0.4	sumtime	TL	0.900058	TL	TL	0.310023	1.905129	0.170019	1.27109	TL	0.28302	0.8065565
Lian/obstacleposition=0.6	numberofsteps	TL	79527	TL	TL	31701	95608	9679	60803	TL	25971	50548.16667
Lian/obstacleposition=0.6	memory	TL	98165	TL	TL	44965	111922	17140	91577	TL	37388	66859.5
Lian/obstacleposition=0.6	pathlength	TL	426.86749	TL	TL	481.12619	468.4003	416.66602	444.48883	TL	438.09427	445.9405167
Lian/obstacleposition=0.6	max_angle	TL	34.76519775	TL	TL	24.8515892	29.67307854	11.30993366	16.69924736	TL	22.3801403	23.27986447
Lian/obstacleposition=0.6	dliantime	TL	2.884204	TL	TL	0.242017	1.964133	0.085007	2.399176	TL	0.313028	1.314594167
Lian/obstacleposition=0.6	sumtime	TL	0.957063	TL	TL	0.340038	1.747131	0.075005	1.161082	TL	0.236009	0.752721333
Lian/obstacleposition=0.8	numberofsteps	461783	61063	TL	47657	24326	101403	12140	56672	68638	19754	94826.22222
Lian/obstacleposition=0.8	memory	632406	86651	TL	70673	36108	137973	21531	92453	103387	30474	134628.4444
Lian/obstacleposition=0.8	pathlength	490.02664	426.19623	TL	501.6907	479.49548	471.58255	416.66602	444.48883	449.67645	437.31268	457.4595089
Lian/obstacleposition=0.8	max_angle	40.3645401	23.96249008	TL	24.4866848	22.61986542	24.8515892	11.30993366	16.69924736	22.40983391	17.02051926	22.6360782
Lian/obstacleposition=0.8	dliantime	86.760151	1.444097	TL	0.461036	0.173012	3.322236	0.129016	2.670194	0.784057	0.173013	10.65742356
Lian/obstacleposition=0.8	sumtime	130.041219	2.628188	TL	0.635036	0.293026	2.980207	0.116001	2.179168	1.381103	0.261012	15.61277333
79
		4784067	4784068	4784069	4784070	4784071	4784072	4784073	4784074	4784075	4784076
Lian/obstacleposition=0.2	numberofsteps	TL	TL	893684	1252506	98938	283577	27866	TL	747316	473968	539693.5714
Lian/obstacleposition=0.2	memory	TL	TL	836987	1156909	120465	246292	38891	TL	637943	439203	496670
Lian/obstacleposition=0.2	pathlength	TL	TL	504.83652	489.77121	463.1178	456.73914	451.61307	TL	473.69543	441.34036	468.7305043
Lian/obstacleposition=0.2	max_angle	TL	TL	24.8515892	23.96249008	29.67307854	24.4866848	22.40983391	TL	23.3440094	40.66173553	27.05563164
Lian/obstacleposition=0.2	dliantime	TL	TL	69.912963	146.676391	3.337224	5.170373	0.364026	TL	41.259926	35.468521	43.16991771
Lian/obstacleposition=0.2	sumtime	TL	TL	36.747607	135.678625	2.04015	3.15822	0.133002	TL	37.341648	26.690898	34.54145
Lian/obstacleposition=0.4	numberofsteps	TL	230612	654313	893759	100640	TL	18896	1255749	TL	415099	509866.8571
Lian/obstacleposition=0.4	memory	TL	271433	705187	937961	137523	TL	28183	1139543	TL	469176	527000.8571
Lian/obstacleposition=0.4	pathlength	TL	487.18802	503.6619	483.20801	463.31732	TL	447.15442	513.74323	TL	445.38879	477.6659557
Lian/obstacleposition=0.4	max_angle	TL	22.40983391	24.8515892	24.8515892	29.67307854	TL	24.8515892	24.8515892	TL	47.92498016	28.48774992
Lian/obstacleposition=0.4	dliantime	TL	6.799487	49.575513	111.396897	5.599402	TL	0.214014	101.876222	TL	38.542738	44.85775329
Lian/obstacleposition=0.4	sumtime	TL	3.589256	42.93304	152.994851	2.030145	TL	0.182004	113.817062	TL	28.328016	49.12491057
Lian/obstacleposition=0.6	numberofsteps	TL	150626	TL	TL	207522	TL	15962	TL	561803	290917	245366
Lian/obstacleposition=0.6	memory	TL	193681	TL	TL	285018	TL	25377	TL	618248	380548	300574.4
Lian/obstacleposition=0.6	pathlength	TL	484.30652	TL	TL	470.00058	TL	446.13345	TL	484.20441	439.96225	464.921442
Lian/obstacleposition=0.6	max_angle	TL	21.80140686	TL	TL	24.8515892	TL	24.8515892	TL	24.4866848	24.8515892	24.16857185
Lian/obstacleposition=0.6	dliantime	TL	2.490177	TL	TL	14.630043	TL	0.157011	TL	36.508588	27.928974	16.3429586
Lian/obstacleposition=0.6	sumtime	TL	3.938279	TL	TL	13.739974	TL	0.172009	TL	36.724616	33.904398	17.6958552
Lian/obstacleposition=0.8	numberofsteps	569693	166858	371956	803938	144887	132773	24701	TL	385778	343453	327115.2222
Lian/obstacleposition=0.8	memory	714939	216179	492814	1004713	210111	175024	37363	TL	479760	463998	421655.6667
Lian/obstacleposition=0.8	pathlength	485.23676	485.82776	492.57425	487.98703	465.54361	449.5657	447.1185	TL	475.87766	445.28189	470.5570178
Lian/obstacleposition=0.8	max_angle	22.40983391	22.40983391	23.3440094	18.25189018	22.40983391	21.80140686	24.8515892	TL	23.96249008	24.8515892	22.69916407
Lian/obstacleposition=0.8	dliantime	47.732379	3.039216	26.745896	114.481122	7.946563	2.121151	0.218016	TL	22.925624	28.603027	28.20144378
Lian/obstacleposition=0.8	sumtime	88.164249	4.132299	39.871822	124.863519	8.831622	3.526246	0.253012	TL	39.05577	42.226988	38.99172522
80
		4784267	4784268	4784269	4784270	4784271	4784272	4784273	4784274	4784275	4784276
Lian/obstacleposition=0.2	numberofsteps	201191	174379	182478	43467	TL	1134380	124851	281596	408199	TL	318817.625
Lian/obstacleposition=0.2	memory	236459	180315	165412	54850	TL	1056718	165939	290770	387275	TL	317217.25
Lian/obstacleposition=0.2	pathlength	478.93851	465.38745	422.47485	452.14474	TL	500.6077	479.07114	454.21997	492.85687	TL	468.2126538
Lian/obstacleposition=0.2	max_angle	24.4866848	24.8515892	23.96249008	22.40983391	TL	24.8515892	23.96249008	23.96249008	24.4866848	TL	24.12173152
Lian/obstacleposition=0.2	dliantime	4.2333	5.00136	11.012781	0.790056	TL	54.487864	5.423389	11.640825	27.427946	TL	15.00219013
Lian/obstacleposition=0.2	sumtime	2.008143	6.077437	5.675398	0.384026	TL	24.617752	1.371096	6.477459	24.702756	TL	8.914258375
Lian/obstacleposition=0.4	numberofsteps	204393	194734	212660	27134	TL	594038	112603	245891	364999	TL	244556.5
Lian/obstacleposition=0.4	memory	249477	246038	238760	39329	TL	654489	164649	272077	393490	TL	282288.625
Lian/obstacleposition=0.4	pathlength	478.93851	470.04166	427.95932	449.96973	TL	477.18069	480.64597	453.01532	494.47052	TL	466.527715
Lian/obstacleposition=0.4	max_angle	24.4866848	23.96249008	22.61986542	22.40983391	TL	24.4866848	23.96249008	23.96249008	24.4866848	TL	23.797153
Lian/obstacleposition=0.4	dliantime	5.167366	8.539611	9.952699	0.623044	TL	23.548669	4.456316	11.367799	25.478813	TL	11.14178963
Lian/obstacleposition=0.4	sumtime	2.271161	4.303305	6.207436	0.271019	TL	28.677044	1.4011	5.402389	25.378801	TL	9.239031875
Lian/obstacleposition=0.6	numberofsteps	150403	126052	130392	27205	TL	TL	142577	173968	285435	449947	185747.375
Lian/obstacleposition=0.6	memory	197236	176471	171321	43587	TL	TL	213015	227114	360161	513199	237763
Lian/obstacleposition=0.6	pathlength	477.79892	466.25342	422.67438	450.11856	TL	TL	481.64273	450.97949	493.89963	532.33197	471.9623875
Lian/obstacleposition=0.6	max_angle	24.4866848	23.96249008	23.96249008	22.40983391	TL	TL	22.40983391	35.27242279	45.75384903	24.8515892	27.88864923
Lian/obstacleposition=0.6	dliantime	3.089221	4.351314	7.316525	0.345026	TL	TL	8.308589	8.855627	21.219511	9.139648	7.828182625
Lian/obstacleposition=0.6	sumtime	2.411181	5.432386	7.724553	0.372032	TL	TL	8.005561	7.289521	25.094774	15.759123	9.011141375
Lian/obstacleposition=0.8	numberofsteps	147389	147794	184619	41658	275501	410486	145859	103559	235731	445856	213845.2
Lian/obstacleposition=0.8	memory	196773	209834	251865	65118	327794	512800	218261	147482	327357	514963	277224.7
Lian/obstacleposition=0.8	pathlength	477.91953	467.20328	427.82547	451.09042	456.71332	468.44791	481.73685	446.33008	492.77588	531.159	470.120174
Lian/obstacleposition=0.8	max_angle	24.4866848	23.96249008	24.8515892	22.40983391	24.4866848	24.4866848	22.40983391	22.61986542	23.96249008	22.40983391	23.60859909
Lian/obstacleposition=0.8	dliantime	2.843201	5.413383	9.460676	0.586046	4.780345	15.810121	8.128576	3.31224	15.651116	8.477601	7.4463305
Lian/obstacleposition=0.8	sumtime	3.889269	7.144513	11.290806	0.68405	9.355665	29.470084	8.721617	6.068436	26.366869	15.749116	11.8740425
81
		4784467	4784468	4784469	4784470	4784471	4784472	4784473	4784474	4784475	4784476
Lian/obstacleposition=0.2	numberofsteps	594953	13636	TL	62865	99561	84501	TL	TL	TL	19958	145912.3333
Lian/obstacleposition=0.2	memory	572446	21673	TL	90078	109611	91067	TL	TL	TL	27937	152135.3333
Lian/obstacleposition=0.2	pathlength	442.05176	442.32971	TL	440.16046	456.94366	443.41135	TL	TL	TL	460.40646	447.5505667
Lian/obstacleposition=0.2	max_angle	24.8515892	28.00917816	TL	22.40983391	22.61986542	23.96249008	TL	TL	TL	22.40983391	24.04379845
Lian/obstacleposition=0.2	dliantime	44.689168	0.346024	TL	1.194085	2.205149	2.903211	TL	TL	TL	0.275025	8.602110333
Lian/obstacleposition=0.2	sumtime	48.537434	0.110013	TL	0.339036	1.710122	1.350101	TL	TL	TL	0.143008	8.698285667
Lian/obstacleposition=0.4	numberofsteps	538810	15587	TL	46700	TL	59549	308328	170579	TL	17704	165322.4286
Lian/obstacleposition=0.4	memory	563564	26341	TL	74042	TL	81807	323350	238592	TL	27990	190812.2857
Lian/obstacleposition=0.4	pathlength	441.93896	441.74121	TL	439.13364	TL	442.5618	485.59943	457.65839	TL	460.38745	452.7172686
Lian/obstacleposition=0.4	max_angle	22.40983391	5.71057272	TL	24.4866848	TL	24.4866848	34.76519775	22.61986542	TL	20.85445213	22.19047022
Lian/obstacleposition=0.4	dliantime	43.993123	0.193008	TL	0.684049	TL	3.304234	11.870835	4.99236	TL	0.180013	9.316803143
Lian/obstacleposition=0.4	sumtime	53.548804	0.221022	TL	0.667054	TL	1.431096	8.026574	6.12244	TL	0.15401	10.02442857
Lian/obstacleposition=0.6	numberofsteps	389109	12368	78245	TL	54952	54974	TL	173151	TL	21959	112108.2857
Lian/obstacleposition=0.6	memory	462513	23334	117024	TL	85559	83732	TL	245473	TL	33832	150209.5714
Lian/obstacleposition=0.6	pathlength	438.60052	442.72403	435.19592	TL	454.80667	442.40872	TL	457.65839	TL	461.12564	447.5028414
Lian/obstacleposition=0.6	max_angle	23.96249008	5.71057272	22.61986542	TL	23.96249008	23.96249008	TL	22.61986542	TL	22.40983391	20.74965824
Lian/obstacleposition=0.6	dliantime	33.814404	0.170012	1.272085	TL	1.499113	1.592113	TL	4.384311	TL	0.18502	6.131008286
Lian/obstacleposition=0.6	sumtime	52.544732	0.179014	1.164088	TL	1.888139	1.847131	TL	6.482455	TL	0.220022	9.189368714
Lian/obstacleposition=0.8	numberofsteps	377071	120763	79491	19903	55674	55445	183907	136813	TL	14741	115978.6667
Lian/obstacleposition=0.8	memory	493905	182777	122153	33880	87286	86840	245912	197820	TL	24136	163856.5556
Lian/obstacleposition=0.8	pathlength	440.99808	447.79996	435.3345	436.02829	454.80667	442.40872	484.50858	456.03149	TL	459.88843	450.8671911
Lian/obstacleposition=0.8	max_angle	23.96249008	11.30993366	22.61986542	22.40983391	23.96249008	23.96249008	23.96249008	22.40983391	TL	22.40983391	21.8899179
Lian/obstacleposition=0.8	dliantime	30.105134	5.909419	1.26709	0.219009	1.281091	1.482105	6.865492	3.115226	TL	0.122014	5.596286667
Lian/obstacleposition=0.8	sumtime	52.019699	6.00142	1.570116	0.356019	1.959132	2.133144	11.2748	5.095362	TL	0.173009	8.953633444
82
		4784667	4784668	4784669	4784670	4784671	4784672	4784673	4784674	4784675	4784676
Lian/obstacleposition=0.2	numberofsteps	TL	TL	159465	277018	TL	TL	TL	193195	15077	230469	175044.8
Lian/obstacleposition=0.2	memory	TL	TL	163691	291395	TL	TL	TL	216355	22573	229521	184707
Lian/obstacleposition=0.2	pathlength	TL	TL	466.26627	498.88196	TL	TL	TL	479.80304	466.12878	463.06232	474.828474
Lian/obstacleposition=0.2	max_angle	TL	TL	23.96249008	72.77656555	TL	TL	TL	24.4866848	22.61986542	24.8515892	33.73943901
