Moscow Maps 2.0
00
Lian/obstacleposition=0.8	pathlength	438.4458	472.04816	TL	432.67358	TL	549.58307	439.03848	534.32111	459.71286	419.77557	468.1998288
Lian/obstacleposition=0.8	max_angle	24.4866848	22.40983391	TL	22.61986542	TL	23.96249008	24.4866848	24.8515892	22.40983391	60.83238602	28.25742102
Lian/obstacleposition=0.8	dliantime	22.20958	3.980289	TL	12.835915	TL	11.350804	2.951204	0.641045	3.532257	34.094422	11.4494395
Lian/obstacleposition=0.8	sumtime	13.84698	6.878494	TL	24.784757	TL	9.689682	2.769201	0.973075	6.303448	38.410725	12.95704525
27
		4773667	4773668	4773669	4773670	4773671	4773672	4773673	4773674	4773675	4773676
Lian/obstacleposition=0.2	numberofsteps	TL	590631	TL	73491	171085	96940	584667	TL	249604	TL	294403
Lian/obstacleposition=0.2	memory	TL	688732	TL	86270	151113	135808	589886	TL	253150	TL	317493.1667
Lian/obstacleposition=0.2	pathlength	TL	447.93826	TL	457.42023	445.22382	470.97128	501.19589	TL	511.46771	TL	472.3695317
Lian/obstacleposition=0.2	max_angle	TL	24.4866848	TL	23.96249008	22.61986542	20.85445213	24.8515892	TL	24.8515892	TL	23.60444514
Lian/obstacleposition=0.2	dliantime	TL	36.995623	TL	0.86106	2.451174	1.994142	45.865251	TL	9.45367	TL	16.27015333
Lian/obstacleposition=0.2	sumtime	TL	18.116284	TL	0.794068	1.306093	0.611037	38.652734	TL	6.889478	TL	11.06161567
Lian/obstacleposition=0.4	numberofsteps	TL	TL	TL	65746	TL	55160	532058	518059	184228	TL	271050.2
Lian/obstacleposition=0.4	memory	TL	TL	TL	95407	TL	83402	575924	632529	169956	TL	311443.6
Lian/obstacleposition=0.4	pathlength	TL	TL	TL	458.28885	TL	469.27786	501.19589	514.51392	463.20206	TL	481.295716
Lian/obstacleposition=0.4	max_angle	TL	TL	TL	23.96249008	TL	15.25512218	24.8515892	24.4866848	47.92498016	TL	27.29617329
Lian/obstacleposition=0.4	dliantime	TL	TL	TL	0.755054	TL	1.151088	46.75231	44.536158	7.457533	TL	20.1304286
Lian/obstacleposition=0.4	sumtime	TL	TL	TL	0.981063	TL	0.572042	38.327721	55.42593	10.799767	TL	21.2213046
Lian/obstacleposition=0.6	numberofsteps	TL	248101	TL	70184	120978	34397	609485	503238	151509	TL	248270.2857
Lian/obstacleposition=0.6	memory	TL	334716	TL	102266	144548	55145	729470	634463	176284	TL	310984.5714
Lian/obstacleposition=0.6	pathlength	TL	435.20618	TL	458.28885	441.23035	468.0896	506.58237	514.51392	461.90469	TL	469.40228
Lian/obstacleposition=0.6	max_angle	TL	24.4866848	TL	23.96249008	24.4866848	15.25512218	24.4866848	24.4866848	24.4866848	TL	23.09300518
Lian/obstacleposition=0.6	dliantime	TL	11.393809	TL	0.850061	1.479105	0.511042	76.690437	43.101054	10.245732	TL	20.61017714
Lian/obstacleposition=0.6	sumtime	TL	21.285515	TL	1.135083	1.357086	0.61405	38.341718	65.841657	6.023426	TL	19.22836214
Lian/obstacleposition=0.8	numberofsteps	235260	241679	TL	58510	76850	127308	310581	825626	116829	TL	249080.375
Lian/obstacleposition=0.8	memory	315607	329213	TL	87688	100233	196984	423476	991738	162680	TL	325952.375
Lian/obstacleposition=0.8	pathlength	485.54053	434.83975	TL	456.72055	436.36948	472.97522	497.97717	529.61078	460.97592	TL	471.876175
Lian/obstacleposition=0.8	max_angle	24.4866848	24.4866848	TL	24.4866848	24.4866848	24.4866848	24.8515892	23.96249008	24.8515892	TL	24.51238656
Lian/obstacleposition=0.8	dliantime	8.129577	10.893778	TL	0.590042	0.844059	3.190226	29.42409	84.905019	7.922568	TL	18.23741988
Lian/obstacleposition=0.8	sumtime	13.604964	22.00356	TL	0.91706	1.402099	3.46124	41.391937	110.556831	5.365387	TL	24.83788475
28
		4773867	4773868	4773869	4773870	4773871	4773872	4773873	4773874	4773875	4773876
Lian/obstacleposition=0.2	numberofsteps	1557046	167764	55422	231927	70765	609100	TL	814284	TL	TL	500901.1429
Lian/obstacleposition=0.2	memory	1358663	163246	66567	179532	90741	545490	TL	692011	TL	TL	442321.4286
Lian/obstacleposition=0.2	pathlength	508.42178	503.04031	416.52457	470.20151	457.20139	446.73264	TL	454.63855	TL	TL	465.2515357
Lian/obstacleposition=0.2	max_angle	24.4866848	40.3645401	23.96249008	24.8515892	24.4866848	24.8515892	TL	24.4866848	TL	TL	26.78432328
Lian/obstacleposition=0.2	dliantime	136.042651	5.508392	1.255089	3.906284	0.972069	44.099125	TL	74.788302	TL	TL	38.08170171
Lian/obstacleposition=0.2	sumtime	52.070697	2.962222	0.676045	2.653189	0.374021	35.158486	TL	68.410844	TL	TL	23.18650057
Lian/obstacleposition=0.4	numberofsteps	TL	205492	37669	199160	86120	TL	1067338	694627	109654	TL	342865.7143
Lian/obstacleposition=0.4	memory	TL	231873	53111	209176	114564	TL	1021832	644102	165772	TL	348632.8571
Lian/obstacleposition=0.4	pathlength	TL	501.0603	414.1756	469.63849	459.26361	TL	455.89642	453.22632	479.24243	TL	461.7861671
Lian/obstacleposition=0.4	max_angle	TL	23.96249008	23.96249008	24.4866848	24.4866848	TL	53.56914139	24.4866848	24.4866848	TL	28.49155154
Lian/obstacleposition=0.4	dliantime	TL	7.300517	0.683049	3.262225	0.945072	TL	104.560419	70.347988	2.976213	TL	27.15364043
Lian/obstacleposition=0.4	sumtime	TL	5.735406	0.624045	2.560187	0.967074	TL	140.119934	74.744304	4.957363	TL	32.81547329
Lian/obstacleposition=0.6	numberofsteps	751714	TL	TL	251365	45443	431027	880060	585035	109844	1342390	549609.75
Lian/obstacleposition=0.6	memory	852608	TL	TL	294658	64336	512333	957279	605604	166435	1437188	611305.125
Lian/obstacleposition=0.6	pathlength	489.87488	TL	TL	485.07471	454.07333	448.9754	453.96353	452.92578	479.24243	522.46002	473.32376
Lian/obstacleposition=0.6	max_angle	24.8515892	TL	TL	24.8515892	22.3801403	40.3645401	53.56914139	24.4866848	24.4866848	24.4866848	29.93463182
Lian/obstacleposition=0.6	dliantime	74.945313	TL	TL	4.93435	0.478038	34.729468	94.464697	76.579391	2.688191	123.817779	51.57965338
Lian/obstacleposition=0.6	sumtime	55.423922	TL	TL	4.998347	0.506043	42.693026	142.597109	68.676105	4.967346	78.918592	49.84756125
Lian/obstacleposition=0.8	numberofsteps	374552	TL	27143	230060	56731	314370	698939	418357	119577	751455	332353.7778
Lian/obstacleposition=0.8	memory	476227	TL	45321	271804	79909	404323	841759	517830	180264	917164	414955.6667
Lian/obstacleposition=0.8	pathlength	472.32288	TL	413.40857	477.77359	454.96796	439.0705	450.11365	447.81775	479.66171	491.90555	458.56024
Lian/obstacleposition=0.8	max_angle	33.39849091	TL	23.96249008	24.4866848	24.4866848	65.92449951	24.8515892	24.4866848	11.42116547	22.40983391	28.38090261
Lian/obstacleposition=0.8	dliantime	30.828185	TL	0.507032	3.987278	0.533038	25.381799	76.600425	53.975833	3.080213	54.684883	27.73096511
Lian/obstacleposition=0.8	sumtime	61.136322	TL	0.646052	5.143364	0.796051	72.940165	145.616327	69.666945	5.358385	91.447481	50.30567689
29
		4774067	4774068	4774069	4774070	4774071	4774072	4774073	4774074	4774075	4774076
Lian/obstacleposition=0.2	numberofsteps	1444968	TL	TL	354581	600067	407246	TL	TL	141798	TL	589732
Lian/obstacleposition=0.2	memory	1144760	TL	TL	304882	545337	350411	TL	TL	152767	TL	499631.4
Lian/obstacleposition=0.2	pathlength	487.1701	TL	TL	483.97391	522.20068	505.72549	TL	TL	463.18768	TL	492.451572
Lian/obstacleposition=0.2	max_angle	45.75384903	TL	TL	162.9794769	23.3440094	45.75384903	TL	TL	22.61986542	TL	60.09020996
Lian/obstacleposition=0.2	dliantime	113.016007	TL	TL	19.433384	29.949124	24.021701	TL	TL	2.549181	TL	37.7938794
Lian/obstacleposition=0.2	sumtime	96.248827	TL	TL	12.587892	21.021485	17.075217	TL	TL	0.909059	TL	29.568496
Lian/obstacleposition=0.4	numberofsteps	TL	95709	186575	377441	508963	TL	TL	TL	129499	382502	280114.8333
Lian/obstacleposition=0.4	memory	TL	117983	224926	354521	519170	TL	TL	TL	155873	349779	287042
Lian/obstacleposition=0.4	pathlength	TL	457.45975	488.00702	439.95792	527.07751	TL	TL	TL	463.00778	503.35721	479.8111983
Lian/obstacleposition=0.4	max_angle	TL	24.4866848	24.14553261	24.8515892	23.96249008	TL	TL	TL	24.4866848	24.4866848	24.40327772
Lian/obstacleposition=0.4	dliantime	TL	1.251082	2.783192	22.674612	24.625752	TL	TL	TL	1.5051	24.432787	12.87875417
Lian/obstacleposition=0.4	sumtime	TL	1.110085	2.974199	14.262009	17.568247	TL	TL	TL	1.034072	17.771268	9.11998
Lian/obstacleposition=0.6	numberofsteps	TL	74384	174943	TL	349305	314673	163978	TL	TL	263609	223482
Lian/obstacleposition=0.6	memory	TL	101033	216576	TL	433631	387872	207007	TL	TL	277732	270641.8333
Lian/obstacleposition=0.6	pathlength	TL	452.69958	488.00702	TL	520.37878	510.4162	509.41568	TL	TL	500.18143	496.8497817
Lian/obstacleposition=0.6	max_angle	TL	22.61986542	24.14553261	TL	23.96249008	53.01709366	24.4866848	TL	TL	24.4866848	28.78639189
Lian/obstacleposition=0.6	dliantime	TL	0.606038	2.497182	TL	22.34759	23.691678	2.497177	TL	TL	23.382653	12.50371967
Lian/obstacleposition=0.6	sumtime	TL	1.000071	3.203235	TL	29.199076	23.743679	3.135216	TL	TL	18.232285	13.08559367
Lian/obstacleposition=0.8	numberofsteps	1520052	70122	159595	187047	338110	274691	TL	97690	63037	297897	334249
Lian/obstacleposition=0.8	memory	1586696	98567	203519	251677	435683	362617	TL	126014	82508	374262	391282.5556
Lian/obstacleposition=0.8	pathlength	588.81903	450.14359	487.29718	437.58713	520.77185	509.61581	TL	485.47629	454.12997	500.47214	492.7014433
Lian/obstacleposition=0.8	max_angle	24.8515892	22.61986542	24.14553261	23.96249008	23.3440094	24.82934761	TL	24.4866848	22.61986542	33.39849091	24.91754172
Lian/obstacleposition=0.8	dliantime	125.198875	0.582047	2.086142	10.584751	20.075416	18.987348	TL	0.973076	0.618049	21.780548	22.32069467
Lian/obstacleposition=0.8	sumtime	175.723458	0.92407	6.151434	16.34815	30.52917	135.437613	TL	1.133081	1.100077	30.106136	44.16146544
30
		4774267	4774268	4774269	4774270	4774271	4774272	4774273	4774274	4774275	4774276
Lian/obstacleposition=0.2	numberofsteps	30650	TL	1160540	77895	TL	TL	1629350	612819	206353	35193	536114.2857
Lian/obstacleposition=0.2	memory	47987	TL	1024936	78906	TL	TL	1597586	572086	153334	48997	503404.5714
Lian/obstacleposition=0.2	pathlength	441.93173	TL	489.82736	505.49927	TL	TL	535.61749	480.70114	572.40265	439.58002	495.0799514
Lian/obstacleposition=0.2	max_angle	22.40983391	TL	24.4866848	53.56914139	TL	TL	24.8515892	24.4866848	24.8515892	7.263255119	25.98839692
Lian/obstacleposition=0.2	dliantime	0.404034	TL	83.17689	1.710121	TL	TL	131.983362	46.954328	6.418449	1.632121	38.89704357
Lian/obstacleposition=0.2	sumtime	0.310028	TL	25.472808	0.591054	TL	TL	48.825454	37.177642	3.283239	0.373026	16.57617871
Lian/obstacleposition=0.4	numberofsteps	TL	244963	705027	51490	TL	TL	1342389	436588	230123	45962	436648.8571
Lian/obstacleposition=0.4	memory	TL	315296	749264	64110	TL	TL	1409689	527625	227732	64112	479689.7143
Lian/obstacleposition=0.4	pathlength	TL	436.20316	483.67767	500.23987	TL	TL	531.57745	482.89008	576.70721	441.86029	493.3079614
Lian/obstacleposition=0.4	max_angle	TL	24.4866848	24.4866848	22.61986542	TL	TL	22.61986542	24.4866848	24.4866848	16.69924736	22.84081677
Lian/obstacleposition=0.4	dliantime	TL	11.692829	70.979038	0.826059	TL	TL	112.384969	44.77918	8.390594	0.798056	35.69296071
Lian/obstacleposition=0.4	sumtime	TL	21.232495	23.417662	0.724058	TL	TL	44.774181	41.047909	8.983628	0.811057	20.14157
Lian/obstacleposition=0.6	numberofsteps	17089	283677	322052	49632	76444	57618	677731	453906	170950	33884	214298.3
Lian/obstacleposition=0.6	memory	28672	355464	428021	69710	107657	86289	848670	565825	200032	51467	274180.7
Lian/obstacleposition=0.6	pathlength	440.62091	439.44498	474.8063	502.76273	466.06757	444.57471	517.06989	485.13605	574.46844	439.39297	478.434455
Lian/obstacleposition=0.6	max_angle	22.3801403	24.4866848	23.96249008	23.3440094	11.30993366	16.69924736	24.8515892	24.8515892	24.4866848	18.25189018	21.4624259
Lian/obstacleposition=0.6	dliantime	0.175013	13.52296	30.406161	0.562045	1.187079	0.898062	57.909105	39.569805	7.427532	0.489028	15.214679
Lian/obstacleposition=0.6	sumtime	0.257025	23.098639	32.096279	0.830057	2.041144	1.368104	44.644165	45.590219	7.975571	0.644044	15.8545247
Lian/obstacleposition=0.8	numberofsteps	16724	638784	301385	47844	95340	61410	590024	630541	TL	25974	267558.4444
Lian/obstacleposition=0.8	memory	27904	734514	417998	72500	133288	92539	768281	778575	TL	41456	340783.8889
Lian/obstacleposition=0.8	pathlength	440.55499	480.07751	474.677	500.95425	467.18512	444.78482	517.06989	495.86121	TL	437.95871	473.2359444
Lian/obstacleposition=0.8	max_angle	22.3801403	24.8515892	22.61986542	22.40983391	22.40983391	22.40983391	24.8515892	24.8515892	TL	16.69924736	22.60928027
Lian/obstacleposition=0.8	dliantime	0.164017	40.117844	27.140921	0.584043	1.699115	0.888069	47.051331	65.426639	TL	0.354019	20.38066644
Lian/obstacleposition=0.8	sumtime	0.256024	52.709731	37.473653	0.884073	2.511183	1.419099	53.861824	86.126118	TL	0.514042	26.195083
31
		4774467	4774468	4774469	4774470	4774471	4774472	4774473	4774474	4774475	4774476
Lian/obstacleposition=0.2	numberofsteps	TL	TL	228462	TL	41756	TL	155633	TL	944493	1100656	494200
Lian/obstacleposition=0.2	memory	TL	TL	222845	TL	52507	TL	173709	TL	851628	1015089	463155.6
Lian/obstacleposition=0.2	pathlength	TL	TL	463.57941	TL	475.76053	TL	499.65659	TL	537.4389	518.58331	499.003748
Lian/obstacleposition=0.2	max_angle	TL	TL	22.40983391	TL	23.3440094	TL	23.96249008	TL	24.8515892	23.96249008	23.70608253
Lian/obstacleposition=0.2	dliantime	TL	TL	3.869274	TL	0.665048	TL	3.420943	TL	26.897907	107.932658	28.557166
Lian/obstacleposition=0.2	sumtime	TL	TL	1.289086	TL	0.257024	TL	2.841982	TL	13.006928	93.537625	22.186529
Lian/obstacleposition=0.4	numberofsteps	733794	727792	TL	TL	125706	197186	130457	TL	654862	966173	505138.5714
Lian/obstacleposition=0.4	memory	797818	754541	TL	TL	158334	204114	172607	TL	629509	962012	525562.1429
Lian/obstacleposition=0.4	pathlength	511.81686	537.38824	TL	TL	500.07233	492.56061	498.72812	TL	515.52106	518.58331	510.6672186
Lian/obstacleposition=0.4	max_angle	22.40983391	24.8515892	TL	TL	24.4866848	23.96249008	24.4866848	TL	24.4866848	23.96249008	24.0923511
Lian/obstacleposition=0.4	dliantime	99.554057	21.574524	TL	TL	1.591114	5.658393	3.730087	TL	17.334234	103.570337	36.144678
Lian/obstacleposition=0.4	sumtime	106.514558	14.735038	TL	TL	1.628116	4.109351	3.771117	TL	13.907978	113.928078	36.94203371
Lian/obstacleposition=0.6	numberofsteps	462504	690338	218199	TL	17052	159385	127930	TL	TL	TL	279234.6667
Lian/obstacleposition=0.6	memory	620327	742240	268605	TL	27383	188700	174297	TL	TL	TL	336925.3333
Lian/obstacleposition=0.6	pathlength	507.42993	537.38824	466.9389	TL	467.35965	489.77582	498.72812	TL	TL	TL	494.6034433
Lian/obstacleposition=0.6	max_angle	23.96249008	24.8515892	24.4866848	TL	23.3440094	24.4866848	24.4866848	TL	TL	TL	24.26969051
Lian/obstacleposition=0.6	dliantime	63.798516	20.524461	4.773343	TL	0.278026	4.987487	3.24815	TL	TL	TL	16.2683305
Lian/obstacleposition=0.6	sumtime	111.964938	15.277083	3.370236	TL	0.18802	4.847675	4.102204	TL	TL	TL	23.29169267
Lian/obstacleposition=0.8	numberofsteps	460018	761740	TL	TL	25848	141921	137419	TL	380580	TL	317921
Lian/obstacleposition=0.8	memory	619884	875775	TL	TL	42685	180734	187950	TL	434784	TL	390302
Lian/obstacleposition=0.8	pathlength	507.42993	545.14154	TL	TL	467.61298	489.77582	498.72812	TL	505.87756	TL	502.4276583
Lian/obstacleposition=0.8	max_angle	23.96249008	24.4866848	TL	TL	23.3440094	24.4866848	24.4866848	TL	22.61986542	TL	23.89773655
Lian/obstacleposition=0.8	dliantime	58.185131	27.12493	TL	TL	0.414024	3.904584	3.600215	TL	7.771552	TL	16.833406
Lian/obstacleposition=0.8	sumtime	113.210037	13.824985	TL	TL	0.449032	5.114543	4.558293	TL	13.248945	TL	25.06763917
32
		4774676	4774677	4774678	4774679	4774680	4774681	4774682	4774683	4774684	4774685
Lian/obstacleposition=0.2	numberofsteps	82072	5480	101778	62853	TL	TL	TL	15486	TL	197196	77477.5
Lian/obstacleposition=0.2	memory	84798	11819	111659	65872	TL	TL	TL	25916	TL	188132	81366
Lian/obstacleposition=0.2	pathlength	479.39526	447.2923	444.41403	492.82639	TL	TL	TL	458.75632	TL	476.13525	466.469925
Lian/obstacleposition=0.2	max_angle	23.96249008	5.71057272	23.96249008	24.4866848	TL	TL	TL	23.96249008	TL	23.96249008	21.00786964
Lian/obstacleposition=0.2	dliantime	1.454103	0.125015	3.633257	0.522036	TL	TL	TL	0.319023	TL	3.94628	1.666619
Lian/obstacleposition=0.2	sumtime	1.092065	0.036998	1.460103	0.384027	TL	TL	TL	0.128009	TL	2.8632	0.994067
Lian/obstacleposition=0.4	numberofsteps	37612	3263	611558	56711	50359	40080	574114	299006	TL	130786	200387.6667
Lian/obstacleposition=0.4	memory	54398	8879	722398	65955	64988	49977	654698	369138	TL	140386	236757.4444
Lian/obstacleposition=0.4	pathlength	473.6423	446.99753	505.47775	492.82639	520.40094	463.68533	587.69995	486.20337	TL	473.01956	494.4392356
Lian/obstacleposition=0.4	max_angle	23.96249008	5.71057272	24.8515892	24.4866848	23.96249008	24.22774887	24.8515892	24.8515892	TL	24.4866848	22.37682655
Lian/obstacleposition=0.4	dliantime	0.470039	0.106013	42.507009	0.491028	1.318093	0.442035	26.537882	17.291221	TL	2.491171	10.18383233
Lian/obstacleposition=0.4	sumtime	0.607043	0.041009	42.395007	0.413036	1.033073	0.241018	21.877563	17.532248	TL	2.898207	9.670911556
Lian/obstacleposition=0.6	numberofsteps	30467	2704	610666	51352	44620	TL	624269	310830	TL	133257	226020.625
Lian/obstacleposition=0.6	memory	46122	7884	725305	66595	59284	TL	742160	381683	TL	160121	273644.25
Lian/obstacleposition=0.6	pathlength	473.09543	446.99741	505.47775	492.82639	517.80145	TL	594.17902	486.20337	TL	474.78137	498.9202738
Lian/obstacleposition=0.6	max_angle	23.96249008	5.71057272	24.8515892	24.4866848	24.8515892	TL	24.8515892	24.8515892	TL	23.96249008	22.19107431
Lian/obstacleposition=0.6	dliantime	0.41903	0.078006	41.143923	0.445031	0.686048	TL	30.848192	17.891267	TL	3.142223	11.831715
Lian/obstacleposition=0.6	sumtime	0.613042	0.047004	41.799969	0.457025	2.109163	TL	41.560951	18.139297	TL	2.817202	13.44295663
Lian/obstacleposition=0.8	numberofsteps	29981	2423	109920	18606	48992	TL	724009	324117	TL	127378	173178.25
Lian/obstacleposition=0.8	memory	46106	7327	147827	22008	66506	TL	866180	395555	TL	161706	214151.875
Lian/obstacleposition=0.8	pathlength	473.09543	446.99738	448.4126	475.36362	517.58661	TL	600.90179	486.20337	TL	475.33286	490.4867075
Lian/obstacleposition=0.8	max_angle	23.96249008	5.71057272	24.8515892	24.8515892	24.4866848	TL	24.8515892	24.8515892	TL	23.96249008	22.19107431
Lian/obstacleposition=0.8	dliantime	0.352025	0.04601	2.689196	0.099014	0.725057	TL	40.982911	19.241371	TL	3.598254	8.46672975
Lian/obstacleposition=0.8	sumtime	0.629039	0.045997	3.941279	0.150013	1.216092	TL	50.513586	18.573326	TL	3.392247	9.807697375
33
		4774867	4774868	4774869	4774870	4774871	4774872	4774873	4774874	4774875	4774876
Lian/obstacleposition=0.2	numberofsteps	52853	158938	170457	TL	345952	56735	64277	748074	10533	161026	196538.3333
Lian/obstacleposition=0.2	memory	62133	166414	174361	TL	379170	66311	77555	680715	15867	210662	203687.5556
Lian/obstacleposition=0.2	pathlength	486.69254	521.89716	442.03119	TL	479.70868	463.13306	468.1908	470.32977	453.91672	490.99664	475.2107289
Lian/obstacleposition=0.2	max_angle	24.4866848	24.4866848	18.25189018	TL	24.4866848	23.96249008	23.96249008	24.4866848	22.61986542	24.4866848	23.47001775
Lian/obstacleposition=0.2	dliantime	1.162082	2.276163	5.919415	TL	7.452529	1.620109	1.134085	45.788252	0.19802	2.278168	7.536535889
Lian/obstacleposition=0.2	sumtime	0.410043	2.125162	3.366244	TL	3.121232	0.693053	0.658052	24.093702	0.105014	1.96614	4.059849111
Lian/obstacleposition=0.4	numberofsteps	48601	TL	152163	TL	186963	48831	66760	562580	9572	119353	149352.875
Lian/obstacleposition=0.4	memory	60917	TL	171765	TL	225002	69852	93554	548566	16192	159782	168203.75
Lian/obstacleposition=0.4	pathlength	481.33936	TL	442.03119	TL	473.80258	463.43204	468.1908	452.38031	453.91672	487.34338	465.3045475
Lian/obstacleposition=0.4	max_angle	24.8515892	TL	18.25189018	TL	22.40983391	20.1706562	23.96249008	24.8515892	22.61986542	24.4866848	22.70057487
Lian/obstacleposition=0.4	dliantime	0.82806	TL	4.261297	TL	3.228229	1.557109	2.098144	46.091274	0.096006	1.757117	7.4896545
Lian/obstacleposition=0.4	sumtime	0.40604	TL	2.236151	TL	2.887198	0.793068	0.708053	33.336365	0.123007	0.89207	5.172744
Lian/obstacleposition=0.6	numberofsteps	56749	73441	77475	TL	183635	43786	42994	TL	9834	87154	71883.5
Lian/obstacleposition=0.6	memory	76137	79566	105328	TL	230843	65961	68107	TL	17309	123290	95817.625
Lian/obstacleposition=0.6	pathlength	481.33936	490.78311	439.38617	TL	473.80258	462.50662	467.07904	TL	454.00949	484.67352	469.1974863
Lian/obstacleposition=0.6	max_angle	24.8515892	73.73979187	22.40983391	TL	22.40983391	23.96249008	18.25189018	TL	22.61986542	21.80140686	28.75583768
Lian/obstacleposition=0.6	dliantime	0.64004	1.310093	2.870197	TL	3.047214	0.868055	0.808058	TL	0.102008	1.345102	1.373845875
Lian/obstacleposition=0.6	sumtime	0.587041	0.770054	2.637182	TL	3.21424	1.036073	0.926059	TL	0.132021	0.956073	1.282342875
Lian/obstacleposition=0.8	numberofsteps	37167	48923	87807	74088	228870	38169	83610	369572	14419	1063172	204579.7
Lian/obstacleposition=0.8	memory	51806	62643	125676	112445	295131	59940	125768	475853	24825	1220196	255428.3
Lian/obstacleposition=0.8	pathlength	473.85052	487.04324	440.34753	493.62848	477.24292	461.72699	468.96973	454.74615	454.59927	546.43652	475.859135
Lian/obstacleposition=0.8	max_angle	24.8515892	24.8515892	22.40983391	22.61986542	22.61986542	23.3440094	22.40983391	24.8515892	22.61986542	24.4866848	23.50647259
Lian/obstacleposition=0.8	dliantime	0.582036	0.56204	3.072213	1.039079	4.80234	0.866067	2.49817	22.85162	0.13001	54.488869	9.0892444
Lian/obstacleposition=0.8	sumtime	0.405028	0.697043	3.38324	1.639117	5.221364	1.042079	2.156159	39.506791	0.175018	54.339853	10.8565692
34
		4775067	4775068	4775069	4775070	4775071	4775072	4775073	4775074	4775075	4775076
Lian/obstacleposition=0.2	numberofsteps	81246	TL	374449	63296	268902	228149	TL	660053	3552	56404	217006.375
Lian/obstacleposition=0.2	memory	93003	TL	382811	79008	228254	174524	TL	663612	8696	77038	213368.25
Lian/obstacleposition=0.2	pathlength	447.00626	TL	501.88922	470.36731	483.38696	570.75586	TL	495.55197	442.41608	475.79651	485.8962713
Lian/obstacleposition=0.2	max_angle	24.4866848	TL	24.8515892	23.3440094	23.96249008	24.8515892	TL	24.4866848	22.24902534	24.14553261	24.04720068
Lian/obstacleposition=0.2	dliantime	1.159088	TL	7.943563	1.488111	9.813699	2.596185	TL	18.638317	0.035001	0.671048	5.2931265
Lian/obstacleposition=0.2	sumtime	0.680053	TL	3.565246	0.898069	2.764194	2.15416	TL	7.711548	0.017	0.525031	2.289412625
Lian/obstacleposition=0.4	numberofsteps	62089	24944	285040	61040	125329	226567	15279	TL	2110	53121	95057.66667
Lian/obstacleposition=0.4	memory	78697	33473	313560	82044	143723	225958	22359	TL	4288	71124	108358.4444
Lian/obstacleposition=0.4	pathlength	444.4436	505.00919	501.04178	470.36731	475.53452	592.20605	460.6922	TL	441.66495	473.70294	484.9625044
Lian/obstacleposition=0.4	max_angle	40.3645401	24.8515892	24.4866848	23.3440094	23.96249008	24.8515892	24.4866848	TL	24.4866848	22.61986542	25.93934864
Lian/obstacleposition=0.4	dliantime	0.84206	0.235023	5.159366	1.536107	5.02535	3.137224	0.13601	TL	0.034008	0.54904	1.850465333
Lian/obstacleposition=0.4	sumtime	0.814052	0.103014	4.036293	1.002077	2.964206	2.900206	0.134003	TL	0.010007	0.437032	1.377876667
Lian/obstacleposition=0.6	numberofsteps	37370	10994	258681	59882	92233	192468	19382	523648	1248	42517	123842.3
Lian/obstacleposition=0.6	memory	49378	16268	300590	84906	115583	202073	28189	616442	3229	54039	147069.7
Lian/obstacleposition=0.6	pathlength	440.45264	502.6301	503.28329	470.36731	471.46811	581.16602	461.21558	496.76978	441.26749	467.39499	483.601531
Lian/obstacleposition=0.6	max_angle	18.25189018	24.4866848	24.8515892	23.3440094	35.27242279	24.8515892	21.80140686	24.8515892	24.4866848	23.96249008	24.61603565
Lian/obstacleposition=0.6	dliantime	0.405029	0.100014	4.603326	1.232088	3.042209	2.893199	0.164005	16.293155	0.024996	0.453031	2.9211052
Lian/obstacleposition=0.6	sumtime	0.556034	0.118008	3.816272	1.159093	4.392313	2.326164	0.173008	8.813637	0.009995	0.365032	2.1729556
Lian/obstacleposition=0.8	numberofsteps	46207	17147	248736	61221	172318	156425	12008	590142	11052	16997	133225.3
Lian/obstacleposition=0.8	memory	62866	25487	297219	88369	213474	181682	18281	719208	17850	23033	164746.9
Lian/obstacleposition=0.8	pathlength	441.92618	503.52872	502.91611	470.36731	483.38696	577.46252	459.53189	502.24823	443.45837	461.96576	484.679205
Lian/obstacleposition=0.8	max_angle	18.25189018	24.8515892	24.8515892	23.3440094	23.96249008	24.8515892	20.85445213	24.8515892	24.4866848	23.96249008	23.42683735
Lian/obstacleposition=0.8	dliantime	0.534043	0.144016	4.515315	1.016072	5.776415	2.076153	0.096	25.088773	0.087006	0.165018	3.9498811
Lian/obstacleposition=0.8	sumtime	0.598048	0.13901	4.555327	1.278085	6.762473	2.902206	0.13201	8.277587	0.080006	0.190019	2.4914771
35
		4775267	4775268	4775269	4775270	4775271	4775272	4775273	4775274	4775275	4775276
Lian/obstacleposition=0.2	numberofsteps	6380	TL	112395	54728	5664	6308	TL	TL	1719907	TL	317563.6667
Lian/obstacleposition=0.2	memory	10612	TL	105024	53486	7284	10940	TL	TL	1434248	TL	270265.6667
Lian/obstacleposition=0.2	pathlength	460.1077	TL	442.02838	440.53113	452.89966	459.00589	TL	TL	503.61505	TL	459.6979683
Lian/obstacleposition=0.2	max_angle	22.61986542	TL	40.66173553	23.96249008	11.30993366	16.09080696	TL	TL	60.83238602	TL	29.24620295
Lian/obstacleposition=0.2	dliantime	0.086007	TL	3.776268	0.658052	0.065006	0.121015	TL	TL	207.407703	TL	35.35234183
Lian/obstacleposition=0.2	sumtime	0.030003	TL	1.371092	0.21201	0.027014	0.04201	TL	TL	167.104841	TL	28.13116167
